Distrito,variable,value,Fecha
Mayagüez,Apr. I,348,Mayo 2016
Moca,Apr. I,47,Mayo 2016
Morovis,Apr. I,43,Mayo 2016
Naguabo,Apr. I,25,Mayo 2016
Naranjito,Apr. I,81,Mayo 2016
Orocovis,Apr. I,57,Mayo 2016
Patillas,Apr. I,26,Mayo 2016
Peñuelas,Apr. I,29,Mayo 2016
Ponce,Apr. I,530,Mayo 2016
Quebradillas,Apr. I,29,Mayo 2016
Rincón,Apr. I,46,Mayo 2016
Rio Grande,Apr. I,85,Mayo 2016
Sabana Grande,Apr. I,28,Mayo 2016
Salinas,Apr. I,79,Mayo 2016
San Germán,Apr. I,16,Mayo 2016
San Juan,Apr. I,1869,Mayo 2016
San Lorenzo,Apr. I,57,Mayo 2016
San Sebastián,Apr. I,78,Mayo 2016
Santa Isabel,Apr. I,68,Mayo 2016
Toa Alta,Apr. I,49,Mayo 2016
Toa Baja,Apr. I,316,Mayo 2016
Trujillo Alto,Apr. I,124,Mayo 2016
Utuado,Apr. I,51,Mayo 2016
Vega Alta,Apr. I,176,Mayo 2016
Vega Baja,Apr. I,212,Mayo 2016
Vieques,Apr. I,30,Mayo 2016
Villalba,Apr. I,19,Mayo 2016
Yabucoa,Apr. I,46,Mayo 2016
Yauco,Apr. I,62,Mayo 2016
Adjuntas,H. Auto,1,Mayo 2016
Aguada ,H. Auto,1,Mayo 2016
Aguadilla,H. Auto,10,Mayo 2016
Aguas Buenas,H. Auto,16,Mayo 2016
Aibonito,H. Auto,6,Mayo 2016
Añasco,H. Auto,1,Mayo 2016
Arecibo,H. Auto,19,Mayo 2016
Arroyo,H. Auto,,Mayo 2016
Barceloneta,H. Auto,14,Mayo 2016
Barranquitas,H. Auto,17,Mayo 2016
Bayamón,H. Auto,303,Mayo 2016
Cabo Rojo,H. Auto,1,Mayo 2016
Caguas,H. Auto,86,Mayo 2016
Camuy,H. Auto,4,Mayo 2016
Canóvanas,H. Auto,8,Mayo 2016
Carolina,H. Auto,91,Mayo 2016
Cataño,H. Auto,12,Mayo 2016
Cayey,H. Auto,20,Mayo 2016
Ceiba,H. Auto,1,Mayo 2016
Ciales,H. Auto,5,Mayo 2016
Cidra,H. Auto,7,Mayo 2016
Coamo,H. Auto,4,Mayo 2016
Comerío,H. Auto,11,Mayo 2016
Corozal,H. Auto,27,Mayo 2016
Culebra,H. Auto,1,Mayo 2016
Dorado,H. Auto,32,Mayo 2016
Fajardo,H. Auto,6,Mayo 2016
Florida,H. Auto,4,Mayo 2016
Guánica,H. Auto,0,Mayo 2016
Guayama,H. Auto,6,Mayo 2016
Guayanilla,H. Auto,,Mayo 2016
Guaynabo,H. Auto,32,Mayo 2016
Gurabo,H. Auto,3,Mayo 2016
Hatillo,H. Auto,14,Mayo 2016
Hormigueros,H. Auto,,Mayo 2016
Humacao,H. Auto,9,Mayo 2016
Isabela,H. Auto,4,Mayo 2016
Jayuya,H. Auto,4,Mayo 2016
Juana Díaz,H. Auto,7,Mayo 2016
Juncos,H. Auto,9,Mayo 2016
Lajas,H. Auto,2,Mayo 2016
Lares,H. Auto,2,Mayo 2016
Las Marías,H. Auto,1,Mayo 2016
Las Piedras,H. Auto,7,Mayo 2016
Loiza,H. Auto,3,Mayo 2016
Luquillo,H. Auto,3,Mayo 2016
Manatí,H. Auto,36,Mayo 2016
Maricao,H. Auto,,Mayo 2016
Maunabo,H. Auto,3,Mayo 2016
Mayagüez,H. Auto,12,Mayo 2016
Moca,H. Auto,1,Mayo 2016
Morovis,H. Auto,10,Mayo 2016
Naguabo,H. Auto,1,Mayo 2016
Naranjito,H. Auto,19,Mayo 2016
Orocovis,H. Auto,2,Mayo 2016
Patillas,H. Auto,,Mayo 2016
Peñuelas,H. Auto,3,Mayo 2016
Ponce,H. Auto,43,Mayo 2016
Quebradillas,H. Auto,1,Mayo 2016
Rincón,H. Auto,1,Mayo 2016
Rio Grande,H. Auto,3,Mayo 2016
Sabana Grande,H. Auto,3,Mayo 2016
Salinas,H. Auto,5,Mayo 2016
San Germán,H. Auto,2,Mayo 2016
San Juan,H. Auto,343,Mayo 2016
San Lorenzo,H. Auto,7,Mayo 2016
San Sebastián,H. Auto,4,Mayo 2016
Santa Isabel,H. Auto,3,Mayo 2016
Toa Alta,H. Auto,30,Mayo 2016
Toa Baja,H. Auto,67,Mayo 2016
Trujillo Alto,H. Auto,10,Mayo 2016
Utuado,H. Auto,2,Mayo 2016
Vega Alta,H. Auto,26,Mayo 2016
Vega Baja,H. Auto,31,Mayo 2016
Vieques,H. Auto,1,Mayo 2016
Villalba,H. Auto,3,Mayo 2016
Yabucoa,H. Auto,2,Mayo 2016
Yauco,H. Auto,1,Mayo 2016
Adjuntas,Tipo I,25,Abril 2016
Aguada ,Tipo I,58,Abril 2016
Aguadilla,Tipo I,218,Abril 2016
Aguas Buenas,Tipo I,67,Abril 2016
Aibonito,Tipo I,55,Abril 2016
Añasco,Tipo I,52,Abril 2016
Arecibo,Tipo I,249,Abril 2016
Arroyo,Tipo I,30,Abril 2016
Barceloneta,Tipo I,141,Abril 2016
Barranquitas,Tipo I,111,Abril 2016
Bayamón,Tipo I,1337,Abril 2016
Cabo Rojo,Tipo I,78,Abril 2016
Caguas,Tipo I,732,Abril 2016
Camuy,Tipo I,114,Abril 2016
Canóvanas,Tipo I,150,Abril 2016
Carolina,Tipo I,1001,Abril 2016
Cataño,Tipo I,96,Abril 2016
Cayey,Tipo I,184,Abril 2016
Ceiba,Tipo I,30,Abril 2016
Ciales,Tipo I,43,Abril 2016
Cidra,Tipo I,122,Abril 2016
Coamo,Tipo I,94,Abril 2016
Comerío,Tipo I,49,Abril 2016
Corozal,Tipo I,82,Abril 2016
Culebra,Tipo I,21,Abril 2016
Dorado,Tipo I,292,Abril 2016
Fajardo,Tipo I,136,Abril 2016
Florida,Tipo I,28,Abril 2016
Guánica,Tipo I,52,Abril 2016
Guayama,Tipo I,197,Abril 2016
Guayanilla,Tipo I,30,Abril 2016
Guaynabo,Tipo I,315,Abril 2016
Gurabo,Tipo I,68,Abril 2016
Hatillo,Tipo I,242,Abril 2016
Hormigueros,Tipo I,50,Abril 2016
Humacao,Tipo I,230,Abril 2016
Isabela,Tipo I,116,Abril 2016
Jayuya,Tipo I,28,Abril 2016
Juana Díaz,Tipo I,140,Abril 2016
Juncos,Tipo I,95,Abril 2016
Lajas,Tipo I,33,Abril 2016
Lares,Tipo I,84,Abril 2016
Las Marías,Tipo I,36,Abril 2016
Las Piedras,Tipo I,85,Abril 2016
Loiza,Tipo I,85,Abril 2016
Luquillo,Tipo I,102,Abril 2016
Manatí,Tipo I,176,Abril 2016
Maricao,Tipo I,16,Abril 2016
Maunabo,Tipo I,26,Abril 2016
Mayagüez,Tipo I,483,Abril 2016
Moca,Tipo I,54,Abril 2016
Morovis,Tipo I,85,Abril 2016
Naguabo,Tipo I,45,Abril 2016
Naranjito,Tipo I,104,Abril 2016
Orocovis,Tipo I,72,Abril 2016
Patillas,Tipo I,39,Abril 2016
Peñuelas,Tipo I,61,Abril 2016
Ponce,Tipo I,752,Abril 2016
Quebradillas,Tipo I,43,Abril 2016
Rincón,Tipo I,62,Abril 2016
Rio Grande,Tipo I,125,Abril 2016
Sabana Grande,Tipo I,50,Abril 2016
Salinas,Tipo I,107,Abril 2016
San Germán,Tipo I,39,Abril 2016
San Juan,Tipo I,2918,Abril 2016
San Lorenzo,Tipo I,118,Abril 2016
San Sebastián,Tipo I,126,Abril 2016
Santa Isabel,Tipo I,80,Abril 2016
Toa Alta,Tipo I,103,Abril 2016
Toa Baja,Tipo I,403,Abril 2016
Trujillo Alto,Tipo I,173,Abril 2016
Utuado,Tipo I,75,Abril 2016
Vega Alta,Tipo I,251,Abril 2016
Vega Baja,Tipo I,328,Abril 2016
Vieques,Tipo I,49,Abril 2016
Villalba,Tipo I,43,Abril 2016
Yabucoa,Tipo I,68,Abril 2016
Yauco,Tipo I,105,Abril 2016
Adjuntas,Ases.,,Abril 2016
Aguada ,Ases.,,Abril 2016
Aguadilla,Ases.,3,Abril 2016
Aguas Buenas,Ases.,2,Abril 2016
Aibonito,Ases.,2,Abril 2016
Añasco,Ases.,,Abril 2016
Arecibo,Ases.,4,Abril 2016
Arroyo,Ases.,1,Abril 2016
Barceloneta,Ases.,1,Abril 2016
Barranquitas,Ases.,3,Abril 2016
Bayamón,Ases.,11,Abril 2016
Cabo Rojo,Ases.,4,Abril 2016
Caguas,Ases.,5,Abril 2016
Camuy,Ases.,,Abril 2016
Canóvanas,Ases.,5,Abril 2016
Carolina,Ases.,8,Abril 2016
Cataño,Ases.,1,Abril 2016
Cayey,Ases.,2,Abril 2016
Ceiba,Ases.,,Abril 2016
Ciales,Ases.,,Abril 2016
Cidra,Ases.,5,Abril 2016
Coamo,Ases.,1,Abril 2016
Comerío,Ases.,1,Abril 2016
Corozal,Ases.,2,Abril 2016
Culebra,Ases.,,Abril 2016
Dorado,Ases.,4,Abril 2016
Fajardo,Ases.,3,Abril 2016
Florida,Ases.,1,Abril 2016
Guánica,Ases.,1,Abril 2016
Guayama,Ases.,1,Abril 2016
Guayanilla,Ases.,4,Abril 2016
Guaynabo,Ases.,4,Abril 2016
Gurabo,Ases.,2,Abril 2016
Hatillo,Ases.,1,Abril 2016
Hormigueros,Ases.,,Abril 2016
Humacao,Ases.,4,Abril 2016
Isabela,Ases.,3,Abril 2016
Jayuya,Ases.,,Abril 2016
Juana Díaz,Ases.,2,Abril 2016
Juncos,Ases.,1,Abril 2016
Lajas,Ases.,,Abril 2016
Lares,Ases.,1,Abril 2016
Las Marías,Ases.,,Abril 2016
Las Piedras,Ases.,3,Abril 2016
Loiza,Ases.,8,Abril 2016
Luquillo,Ases.,2,Abril 2016
Manatí,Ases.,,Abril 2016
Maricao,Ases.,,Abril 2016
Maunabo,Ases.,,Abril 2016
Mayagüez,Ases.,4,Abril 2016
Moca,Ases.,,Abril 2016
Morovis,Ases.,3,Abril 2016
Naguabo,Ases.,1,Abril 2016
Naranjito,Ases.,1,Abril 2016
Orocovis,Ases.,1,Abril 2016
Patillas,Ases.,1,Abril 2016
Peñuelas,Ases.,,Abril 2016
Ponce,Ases.,12,Abril 2016
Quebradillas,Ases.,,Abril 2016
Rincón,Ases.,1,Abril 2016
Rio Grande,Ases.,4,Abril 2016
Sabana Grande,Ases.,,Abril 2016
Salinas,Ases.,1,Abril 2016
San Germán,Ases.,,Abril 2016
San Juan,Ases.,47,Abril 2016
San Lorenzo,Ases.,3,Abril 2016
San Sebastián,Ases.,,Abril 2016
Santa Isabel,Ases.,4,Abril 2016
Toa Alta,Ases.,1,Abril 2016
Toa Baja,Ases.,6,Abril 2016
Trujillo Alto,Ases.,8,Abril 2016
Utuado,Ases.,2,Abril 2016
Vega Alta,Ases.,1,Abril 2016
Vega Baja,Ases.,1,Abril 2016
Vieques,Ases.,,Abril 2016
Villalba,Ases.,,Abril 2016
Yabucoa,Ases.,1,Abril 2016
Yauco,Ases.,,Abril 2016
Adjuntas,Viol.,,Abril 2016
Aguada ,Viol.,,Abril 2016
Aguadilla,Viol.,1,Abril 2016
Aguas Buenas,Viol.,,Abril 2016
Aibonito,Viol.,,Abril 2016
Añasco,Viol.,,Abril 2016
Arecibo,Viol.,1,Abril 2016
Arroyo,Viol.,,Abril 2016
Barceloneta,Viol.,,Abril 2016
Barranquitas,Viol.,1,Abril 2016
Bayamón,Viol.,3,Abril 2016
Cabo Rojo,Viol.,,Abril 2016
Caguas,Viol.,5,Abril 2016
Camuy,Viol.,,Abril 2016
Canóvanas,Viol.,1,Abril 2016
Carolina,Viol.,2,Abril 2016
Cataño,Viol.,2,Abril 2016
Cayey,Viol.,,Abril 2016
Ceiba,Viol.,,Abril 2016
Ciales,Viol.,,Abril 2016
Cidra,Viol.,1,Abril 2016
Coamo,Viol.,,Abril 2016
Comerío,Viol.,,Abril 2016
Corozal,Viol.,,Abril 2016
Culebra,Viol.,,Abril 2016
Dorado,Viol.,1,Abril 2016
Fajardo,Viol.,1,Abril 2016
Florida,Viol.,1,Abril 2016
Guánica,Viol.,,Abril 2016
Guayama,Viol.,,Abril 2016
Guayanilla,Viol.,,Abril 2016
Guaynabo,Viol.,1,Abril 2016
Gurabo,Viol.,,Abril 2016
Hatillo,Viol.,,Abril 2016
Hormigueros,Viol.,2,Abril 2016
Humacao,Viol.,,Abril 2016
Isabela,Viol.,,Abril 2016
Jayuya,Viol.,1,Abril 2016
Juana Díaz,Viol.,,Abril 2016
Juncos,Viol.,1,Abril 2016
Lajas,Viol.,,Abril 2016
Lares,Viol.,,Abril 2016
Las Marías,Viol.,,Abril 2016
Las Piedras,Viol.,,Abril 2016
Loiza,Viol.,2,Abril 2016
Luquillo,Viol.,,Abril 2016
Manatí,Viol.,,Abril 2016
Maricao,Viol.,,Abril 2016
Maunabo,Viol.,,Abril 2016
Mayagüez,Viol.,2,Abril 2016
Moca,Viol.,,Abril 2016
Morovis,Viol.,,Abril 2016
Naguabo,Viol.,1,Abril 2016
Naranjito,Viol.,1,Abril 2016
Orocovis,Viol.,,Abril 2016
Patillas,Viol.,,Abril 2016
Peñuelas,Viol.,,Abril 2016
Ponce,Viol.,1,Abril 2016
Quebradillas,Viol.,,Abril 2016
Rincón,Viol.,,Abril 2016
Rio Grande,Viol.,,Abril 2016
Sabana Grande,Viol.,3,Abril 2016
Salinas,Viol.,,Abril 2016
San Germán,Viol.,,Abril 2016
San Juan,Viol.,5,Abril 2016
San Lorenzo,Viol.,,Abril 2016
San Sebastián,Viol.,1,Abril 2016
Santa Isabel,Viol.,1,Abril 2016
Toa Alta,Viol.,,Abril 2016
Toa Baja,Viol.,,Abril 2016
Trujillo Alto,Viol.,1,Abril 2016
Utuado,Viol.,,Abril 2016
Vega Alta,Viol.,1,Abril 2016
Vega Baja,Viol.,2,Abril 2016
Vieques,Viol.,1,Abril 2016
Villalba,Viol.,,Abril 2016
Yabucoa,Viol.,,Abril 2016
Yauco,Viol.,,Abril 2016
Adjuntas,Trata Hum.,,Abril 2016
Aguada ,Trata Hum.,,Abril 2016
Aguadilla,Trata Hum.,,Abril 2016
Aguas Buenas,Trata Hum.,,Abril 2016
Aibonito,Trata Hum.,,Abril 2016
Añasco,Trata Hum.,,Abril 2016
Arecibo,Trata Hum.,,Abril 2016
Arroyo,Trata Hum.,,Abril 2016
Barceloneta,Trata Hum.,,Abril 2016
Barranquitas,Trata Hum.,,Abril 2016
Bayamón,Trata Hum.,,Abril 2016
Cabo Rojo,Trata Hum.,,Abril 2016
Caguas,Trata Hum.,,Abril 2016
Camuy,Trata Hum.,,Abril 2016
Canóvanas,Trata Hum.,,Abril 2016
Carolina,Trata Hum.,,Abril 2016
Cataño,Trata Hum.,,Abril 2016
Cayey,Trata Hum.,,Abril 2016
Ceiba,Trata Hum.,,Abril 2016
Ciales,Trata Hum.,,Abril 2016
Cidra,Trata Hum.,,Abril 2016
Coamo,Trata Hum.,,Abril 2016
Comerío,Trata Hum.,,Abril 2016
Corozal,Trata Hum.,,Abril 2016
Culebra,Trata Hum.,,Abril 2016
Dorado,Trata Hum.,,Abril 2016
Fajardo,Trata Hum.,,Abril 2016
Florida,Trata Hum.,,Abril 2016
Guánica,Trata Hum.,,Abril 2016
Guayama,Trata Hum.,,Abril 2016
Guayanilla,Trata Hum.,,Abril 2016
Guaynabo,Trata Hum.,,Abril 2016
Gurabo,Trata Hum.,,Abril 2016
Hatillo,Trata Hum.,,Abril 2016
Hormigueros,Trata Hum.,,Abril 2016
Humacao,Trata Hum.,,Abril 2016
Isabela,Trata Hum.,,Abril 2016
Jayuya,Trata Hum.,,Abril 2016
Juana Díaz,Trata Hum.,,Abril 2016
Juncos,Trata Hum.,,Abril 2016
Lajas,Trata Hum.,,Abril 2016
Lares,Trata Hum.,,Abril 2016
Las Marías,Trata Hum.,,Abril 2016
Las Piedras,Trata Hum.,,Abril 2016
Loiza,Trata Hum.,,Abril 2016
Luquillo,Trata Hum.,,Abril 2016
Manatí,Trata Hum.,,Abril 2016
Maricao,Trata Hum.,,Abril 2016
Maunabo,Trata Hum.,,Abril 2016
Mayagüez,Trata Hum.,,Abril 2016
Moca,Trata Hum.,,Abril 2016
Morovis,Trata Hum.,,Abril 2016
Naguabo,Trata Hum.,,Abril 2016
Naranjito,Trata Hum.,,Abril 2016
Orocovis,Trata Hum.,,Abril 2016
Patillas,Trata Hum.,,Abril 2016
Peñuelas,Trata Hum.,,Abril 2016
Ponce,Trata Hum.,,Abril 2016
Quebradillas,Trata Hum.,,Abril 2016
Rincón,Trata Hum.,,Abril 2016
Rio Grande,Trata Hum.,,Abril 2016
Sabana Grande,Trata Hum.,,Abril 2016
Salinas,Trata Hum.,,Abril 2016
San Germán,Trata Hum.,,Abril 2016
San Juan,Trata Hum.,,Abril 2016
San Lorenzo,Trata Hum.,,Abril 2016
San Sebastián,Trata Hum.,,Abril 2016
Santa Isabel,Trata Hum.,,Abril 2016
Toa Alta,Trata Hum.,,Abril 2016
Toa Baja,Trata Hum.,,Abril 2016
Trujillo Alto,Trata Hum.,,Abril 2016
Utuado,Trata Hum.,,Abril 2016
Vega Alta,Trata Hum.,,Abril 2016
Vega Baja,Trata Hum.,,Abril 2016
Vieques,Trata Hum.,,Abril 2016
Villalba,Trata Hum.,,Abril 2016
Yabucoa,Trata Hum.,,Abril 2016
Yauco,Trata Hum.,,Abril 2016
Adjuntas,Robo,1,Abril 2016
Aguada ,Robo,4,Abril 2016
Aguadilla,Robo,13,Abril 2016
Aguas Buenas,Robo,9,Abril 2016
Aibonito,Robo,,Abril 2016
Añasco,Robo,4,Abril 2016
Arecibo,Robo,18,Abril 2016
Arroyo,Robo,3,Abril 2016
Barceloneta,Robo,13,Abril 2016
Barranquitas,Robo,3,Abril 2016
Bayamón,Robo,136,Abril 2016
Cabo Rojo,Robo,3,Abril 2016
Caguas,Robo,58,Abril 2016
Camuy,Robo,8,Abril 2016
Canóvanas,Robo,9,Abril 2016
Carolina,Robo,67,Abril 2016
Cataño,Robo,8,Abril 2016
Cayey,Robo,15,Abril 2016
Ceiba,Robo,3,Abril 2016
Ciales,Robo,1,Abril 2016
Cidra,Robo,13,Abril 2016
Coamo,Robo,5,Abril 2016
Comerío,Robo,3,Abril 2016
Corozal,Robo,7,Abril 2016
Culebra,Robo,,Abril 2016
Dorado,Robo,28,Abril 2016
Fajardo,Robo,2,Abril 2016
Florida,Robo,2,Abril 2016
Guánica,Robo,,Abril 2016
Guayama,Robo,8,Abril 2016
Guayanilla,Robo,3,Abril 2016
Guaynabo,Robo,33,Abril 2016
Gurabo,Robo,11,Abril 2016
Hatillo,Robo,13,Abril 2016
Hormigueros,Robo,3,Abril 2016
Humacao,Robo,31,Abril 2016
Isabela,Robo,,Abril 2016
Jayuya,Robo,,Abril 2016
Juana Díaz,Robo,10,Abril 2016
Juncos,Robo,12,Abril 2016
Lajas,Robo,1,Abril 2016
Lares,Robo,3,Abril 2016
Las Marías,Robo,,Abril 2016
Las Piedras,Robo,13,Abril 2016
Loiza,Robo,4,Abril 2016
Luquillo,Robo,5,Abril 2016
Manatí,Robo,19,Abril 2016
Maricao,Robo,,Abril 2016
Maunabo,Robo,3,Abril 2016
Mayagüez,Robo,28,Abril 2016
Moca,Robo,,Abril 2016
Morovis,Robo,7,Abril 2016
Naguabo,Robo,5,Abril 2016
Naranjito,Robo,5,Abril 2016
Orocovis,Robo,5,Abril 2016
Patillas,Robo,4,Abril 2016
Peñuelas,Robo,1,Abril 2016
Ponce,Robo,65,Abril 2016
Quebradillas,Robo,5,Abril 2016
Rincón,Robo,,Abril 2016
Rio Grande,Robo,12,Abril 2016
Sabana Grande,Robo,1,Abril 2016
Salinas,Robo,1,Abril 2016
San Germán,Robo,5,Abril 2016
San Juan,Robo,332,Abril 2016
San Lorenzo,Robo,17,Abril 2016
San Sebastián,Robo,1,Abril 2016
Santa Isabel,Robo,4,Abril 2016
Toa Alta,Robo,12,Abril 2016
Toa Baja,Robo,47,Abril 2016
Trujillo Alto,Robo,13,Abril 2016
Utuado,Robo,,Abril 2016
Vega Alta,Robo,18,Abril 2016
Vega Baja,Robo,30,Abril 2016
Vieques,Robo,1,Abril 2016
Villalba,Robo,,Abril 2016
Yabucoa,Robo,1,Abril 2016
Yauco,Robo,4,Abril 2016
Adjuntas,Agr. Grave,4,Abril 2016
Aguada ,Agr. Grave,8,Abril 2016
Aguadilla,Agr. Grave,27,Abril 2016
Aguas Buenas,Agr. Grave,4,Abril 2016
Aibonito,Agr. Grave,4,Abril 2016
Añasco,Agr. Grave,7,Abril 2016
Arecibo,Agr. Grave,20,Abril 2016
Arroyo,Agr. Grave,6,Abril 2016
Barceloneta,Agr. Grave,14,Abril 2016
Barranquitas,Agr. Grave,7,Abril 2016
Bayamón,Agr. Grave,35,Abril 2016
Cabo Rojo,Agr. Grave,9,Abril 2016
Caguas,Agr. Grave,27,Abril 2016
Camuy,Agr. Grave,13,Abril 2016
Canóvanas,Agr. Grave,11,Abril 2016
Carolina,Agr. Grave,52,Abril 2016
Cataño,Agr. Grave,8,Abril 2016
Cayey,Agr. Grave,26,Abril 2016
Ceiba,Agr. Grave,4,Abril 2016
Ciales,Agr. Grave,2,Abril 2016
Cidra,Agr. Grave,10,Abril 2016
Coamo,Agr. Grave,9,Abril 2016
Comerío,Agr. Grave,4,Abril 2016
Corozal,Agr. Grave,2,Abril 2016
Culebra,Agr. Grave,,Abril 2016
Dorado,Agr. Grave,10,Abril 2016
Fajardo,Agr. Grave,26,Abril 2016
Florida,Agr. Grave,4,Abril 2016
Guánica,Agr. Grave,1,Abril 2016
Guayama,Agr. Grave,17,Abril 2016
Guayanilla,Agr. Grave,7,Abril 2016
Guaynabo,Agr. Grave,19,Abril 2016
Gurabo,Agr. Grave,7,Abril 2016
Hatillo,Agr. Grave,13,Abril 2016
Hormigueros,Agr. Grave,5,Abril 2016
Humacao,Agr. Grave,10,Abril 2016
Isabela,Agr. Grave,7,Abril 2016
Jayuya,Agr. Grave,11,Abril 2016
Juana Díaz,Agr. Grave,23,Abril 2016
Juncos,Agr. Grave,20,Abril 2016
Lajas,Agr. Grave,2,Abril 2016
Lares,Agr. Grave,7,Abril 2016
Las Marías,Agr. Grave,1,Abril 2016
Las Piedras,Agr. Grave,4,Abril 2016
Loiza,Agr. Grave,19,Abril 2016
Luquillo,Agr. Grave,9,Abril 2016
Manatí,Agr. Grave,11,Abril 2016
Maricao,Agr. Grave,2,Abril 2016
Maunabo,Agr. Grave,2,Abril 2016
Mayagüez,Agr. Grave,52,Abril 2016
Moca,Agr. Grave,2,Abril 2016
Morovis,Agr. Grave,9,Abril 2016
Naguabo,Agr. Grave,5,Abril 2016
Naranjito,Agr. Grave,3,Abril 2016
Orocovis,Agr. Grave,4,Abril 2016
Patillas,Agr. Grave,5,Abril 2016
Peñuelas,Agr. Grave,11,Abril 2016
Ponce,Agr. Grave,82,Abril 2016
Quebradillas,Agr. Grave,4,Abril 2016
Rincón,Agr. Grave,4,Abril 2016
Rio Grande,Agr. Grave,7,Abril 2016
Sabana Grande,Agr. Grave,8,Abril 2016
Salinas,Agr. Grave,14,Abril 2016
San Germán,Agr. Grave,8,Abril 2016
San Juan,Agr. Grave,183,Abril 2016
San Lorenzo,Agr. Grave,10,Abril 2016
San Sebastián,Agr. Grave,5,Abril 2016
Santa Isabel,Agr. Grave,3,Abril 2016
Toa Alta,Agr. Grave,7,Abril 2016
Toa Baja,Agr. Grave,18,Abril 2016
Trujillo Alto,Agr. Grave,15,Abril 2016
Utuado,Agr. Grave,14,Abril 2016
Vega Alta,Agr. Grave,12,Abril 2016
Vega Baja,Agr. Grave,8,Abril 2016
Vieques,Agr. Grave,8,Abril 2016
Villalba,Agr. Grave,8,Abril 2016
Yabucoa,Agr. Grave,4,Abril 2016
Yauco,Agr. Grave,30,Abril 2016
Adjuntas,Esc.,10,Abril 2016
Aguada ,Esc.,13,Abril 2016
Aguadilla,Esc.,53,Abril 2016
Aguas Buenas,Esc.,14,Abril 2016
Aibonito,Esc.,13,Abril 2016
Añasco,Esc.,20,Abril 2016
Arecibo,Esc.,66,Abril 2016
Arroyo,Esc.,16,Abril 2016
Barceloneta,Esc.,29,Abril 2016
Barranquitas,Esc.,32,Abril 2016
Bayamón,Esc.,164,Abril 2016
Cabo Rojo,Esc.,20,Abril 2016
Caguas,Esc.,127,Abril 2016
Camuy,Esc.,21,Abril 2016
Canóvanas,Esc.,32,Abril 2016
Carolina,Esc.,199,Abril 2016
Cataño,Esc.,15,Abril 2016
Cayey,Esc.,37,Abril 2016
Ceiba,Esc.,9,Abril 2016
Ciales,Esc.,14,Abril 2016
Cidra,Esc.,18,Abril 2016
Coamo,Esc.,31,Abril 2016
Comerío,Esc.,15,Abril 2016
Corozal,Esc.,19,Abril 2016
Culebra,Esc.,9,Abril 2016
Dorado,Esc.,63,Abril 2016
Fajardo,Esc.,27,Abril 2016
Florida,Esc.,10,Abril 2016
Guánica,Esc.,7,Abril 2016
Guayama,Esc.,63,Abril 2016
Guayanilla,Esc.,5,Abril 2016
Guaynabo,Esc.,45,Abril 2016
Gurabo,Esc.,11,Abril 2016
Hatillo,Esc.,33,Abril 2016
Hormigueros,Esc.,13,Abril 2016
Humacao,Esc.,77,Abril 2016
Isabela,Esc.,29,Abril 2016
Jayuya,Esc.,5,Abril 2016
Juana Díaz,Esc.,28,Abril 2016
Juncos,Esc.,16,Abril 2016
Lajas,Esc.,15,Abril 2016
Lares,Esc.,22,Abril 2016
Las Marías,Esc.,13,Abril 2016
Las Piedras,Esc.,27,Abril 2016
Loiza,Esc.,10,Abril 2016
Luquillo,Esc.,25,Abril 2016
Manatí,Esc.,31,Abril 2016
Maricao,Esc.,4,Abril 2016
Maunabo,Esc.,6,Abril 2016
Mayagüez,Esc.,90,Abril 2016
Moca,Esc.,20,Abril 2016
Morovis,Esc.,28,Abril 2016
Naguabo,Esc.,12,Abril 2016
Naranjito,Esc.,28,Abril 2016
Orocovis,Esc.,13,Abril 2016
Patillas,Esc.,11,Abril 2016
Peñuelas,Esc.,19,Abril 2016
Ponce,Esc.,102,Abril 2016
Quebradillas,Esc.,11,Abril 2016
Rincón,Esc.,14,Abril 2016
Rio Grande,Esc.,30,Abril 2016
Sabana Grande,Esc.,17,Abril 2016
Salinas,Esc.,23,Abril 2016
San Germán,Esc.,13,Abril 2016
San Juan,Esc.,374,Abril 2016
San Lorenzo,Esc.,32,Abril 2016
San Sebastián,Esc.,45,Abril 2016
Santa Isabel,Esc.,10,Abril 2016
Toa Alta,Esc.,17,Abril 2016
Toa Baja,Esc.,44,Abril 2016
Trujillo Alto,Esc.,39,Abril 2016
Utuado,Esc.,17,Abril 2016
Vega Alta,Esc.,54,Abril 2016
Vega Baja,Esc.,92,Abril 2016
Vieques,Esc.,15,Abril 2016
Villalba,Esc.,14,Abril 2016
Yabucoa,Esc.,21,Abril 2016
Yauco,Esc.,15,Abril 2016
Adjuntas,Apr. I,9,Abril 2016
Aguada ,Apr. I,32,Abril 2016
Aguadilla,Apr. I,111,Abril 2016
Aguas Buenas,Apr. I,25,Abril 2016
Aibonito,Apr. I,30,Abril 2016
Añasco,Apr. I,20,Abril 2016
Arecibo,Apr. I,122,Abril 2016
Arroyo,Apr. I,4,Abril 2016
Barceloneta,Apr. I,74,Abril 2016
Barranquitas,Apr. I,54,Abril 2016
Bayamón,Apr. I,734,Abril 2016
Cabo Rojo,Apr. I,41,Abril 2016
Caguas,Apr. I,437,Abril 2016
Camuy,Apr. I,68,Abril 2016
Canóvanas,Apr. I,85,Abril 2016
Carolina,Apr. I,593,Abril 2016
Cataño,Apr. I,54,Abril 2016
Cayey,Apr. I,89,Abril 2016
Ceiba,Apr. I,13,Abril 2016
Ciales,Apr. I,21,Abril 2016
